ID	Object	Layer	Canonical CNNA definition	Natural provenance	Computed from	ExecComplex/computable path	Object status	Code status	Current code modules / derivation site	Neutral target location / canonical API	Pillar-A access	Handoff rights	May be consumed by	Priority	Phase	Proof documentation status	Proof dossier	Context class	Significance tier	Documentation depth requirement	Object lifecycle state	Lifecycle predecessor object(s)	Lifecycle successor/current object	Lifecycle note	Current dossier pointer	Change version	Change timestamp	Change class	Change note
B01	Boundary star-algebra / observable algebra	Pillar B QFT	Finite *-algebra of boundary observables derived from exported A boundary operator data.	A->B bright boundary carrier/operator.	B00; ExecBoundaryMatrix; BoundaryOperator.	Finite matrix algebra can have ExecComplex operational mirror; analytic mirror later.	K	not implemented in PillarB; related finite seeds in A	CNNA/PillarA/Finite/StateSpace.lean; CNNA/PillarB/BuildAll.lean	CNNA/PillarB/QFT/BoundaryStarAlgebra.lean	A does not consume B algebra except typed B->A result.	B internal; possible B->A theorem output only if registered.	B local net/state/KMS consumers.	medium	13.2	no	proof:B01	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:B01				
B02	Local net / QFT algebraic profile	Pillar B QFT	Net of algebras derived from boundary/region data; algebraic QFT consumer.	B boundary star-algebra plus exported region/localization profile.	B01; A->B region/interface data.	Finite operational net first; continuum/AQFT mirror later.	K	not implemented in PillarB	CNNA/PillarB/BuildAll.lean	CNNA/PillarB/AQFT/LocalNetFromBoundary.lean	Not A-consumable except via B->A.	B internal; output only as typed B theorem.	B KMS/modular/split phases.	medium	13.3	no	proof:B02	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:B02				
B03	B state/GNS/KMS profile	Pillar B QFT	State functional, GNS construction, and KMS gate over B observable algebra.	B algebra; exported dynamics/state seeds from A if available.	B01; P01/P02/P03; Gibbs/time-evolution seeds.	Finite state/GNS may be operational; KMS analyticity belongs to mirror/far target.	K	not implemented in PillarB; A seeds exist	CNNA/PillarA/Finite/GibbsStateSeed.lean; CNNA/PillarA/Finite/MatrixExponential.lean	CNNA/PillarB/QFT/StateGNSKMS.lean	A may not use B state unless B->A input.	B internal; possible B->A theorem output.	B modular theory.	medium	13.4	no	proof:B03	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:B03				
B04	Tomita-Takesaki modular data	Pillar B AQFT	Tomita operator S, modular operator Delta, and modular conjugation J derived from B GNS/KMS data.	B03 state/GNS/KMS profile.	B03; local net.	Mostly analytic mirror; finite pre-versions may be operational only if matrices are finite.	K	not implemented in PillarB	CNNA/PillarB/BuildAll.lean	CNNA/PillarB/AQFT/ModularTheory.lean	A cannot consume except explicit B->A.	B theorem output only if registered.	CPT/BW/spin-statistics gates.	medium	13.5	no	proof:B04	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:B04				
B05	CPT/BW/spin-statistics/split gates	Pillar B AQFT	Structural theorem gates derived from B local net and modular data.	B02 local net plus B04 modular data.	B02; B04.	Analytic theorem layer; no Exec source except finite prerequisites.	K	not implemented in PillarB	CNNA/PillarB/BuildAll.lean	CNNA/PillarB/AQFT/StructuralTheorems.lean	A cannot consume except explicit B->A.	B theorem output only if registered.	B->A, documentation, later physics consumers.	low	13.6	no	proof:B05	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:B05				
B06	B->A allowed output profile	Pillar B handoff	Typed B output that A may consume only through B->A input handoff.	B-derived theorem/data after B phases.	B01-B05 if completed.	Typed; Exec mirror if numeric.	K	input stub exists on A side only	CNNA/PillarA/Handoff/Inputs/B_to_A.lean	CNNA/PillarB/Handoff/BToAOutput.lean	A may consume only after it arrives as B->A.	B->A input only; never A->B.	A post-emergence/backreaction phases.	medium	13.7	no	proof:B06	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:B06				
C00	Pillar C OQS input contract from A	Pillar C OQS	C consumes explicit A->C open/regime/complement outputs.	A->C handoff; HasOuter regime; complement profile.	H12; RegimeProfile; ComplementProfile.	Exec only through exported finite channel/operator data.	K	PillarC namespace empty in SM9h	CNNA/PillarC/BuildAll.lean; CNNA/PillarA/Handoff/Outputs/A_to_C if created later	CNNA/PillarC/Handoff/CInputFromA.lean	A cannot consume C internals except C->A.	A->C consumed by C.	C OQS modules.	medium	14.1	no	proof:C00	LeanHandoffContractObject	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:C00				
C01	Finite CP/channel profile	Pillar C OQS	Completely-positive/channel profile derived from finite exported data.	A finite channel seed and open regime.	C00; P06; ChannelSeed.	Finite ExecComplex channel path if matrices and Kraus/Choi data are derived.	K	A channel seed exists; PillarC empty	CNNA/PillarA/Finite/ChannelSeed.lean; CNNA/PillarC/BuildAll.lean	CNNA/PillarC/OQS/FiniteChannelProfile.lean	A may not consume except C->A.	C internal; C->A only for typed outputs.	Effective dynamics/noise phases.	medium	14.2	no	proof:C01	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:C01				
C02	Effective OQS generator / Lindblad gate	Pillar C OQS	Effective generator and Lindblad/GKSL gate if derived from finite channel/semigroup data.	C01 plus time-evolution/semigroup data.	C01; finite dynamics seeds.	Operational finite generator first; analytic continuous-time mirror later.	K	not implemented in PillarC	CNNA/PillarC/BuildAll.lean	CNNA/PillarC/OQS/EffectiveGenerator.lean	No A consumption except C->A.	C theorem output only if registered.	Noise/decoherence and C->A.	medium	14.3	no	proof:C02	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:C02				
C03	Decoherence/noise profile	Pillar C OQS	Effective decoherence/noise profile derived from complement/environment data.	HasOuter regime and C channel/effective dynamics.	C00-C02; ComplementProfile.	Finite operational noise kernel if exported matrices exist.	K	not implemented in PillarC	CNNA/PillarC/BuildAll.lean	CNNA/PillarC/OQS/DecoherenceProfile.lean	No A consumption except C->A.	C->A typed OQS input.	Backreaction; phenomenology.	medium	14.4	no	proof:C03	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:C03				
C04	C->A allowed output profile	Pillar C handoff	Typed C output that A may consume only through C->A input.	C-derived OQS theorem/data.	C01-C03.	Typed; Exec mirror if numeric.	K	input stub exists on A side only	CNNA/PillarA/Handoff/Inputs/C_to_A.lean	CNNA/PillarC/Handoff/CToAOutput.lean	A may consume only through C->A.	C->A input only; never A->C.	A post-emergence/backreaction phases.	medium	14.5	no	proof:C04	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:C04				
D00	Pillar D spacetime input contract	Pillar D spacetime	D consumes explicit A/C geometry, regime, and localization outputs.	A->D handoff; C outputs when available.	H13; lattice/region/spectral geometry objects.	Finite/computable geometry where derived; continuum mirror later.	K	PillarD namespace empty in SM9h	CNNA/PillarD/BuildAll.lean	CNNA/PillarD/Handoff/DInputFromA.lean	A cannot consume D internals except D->A.	A->D consumed by D.	D spacetime modules.	low	15.1	no	proof:D00	LeanHandoffContractObject	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:D00				
D01	Region/localization/causal-order candidate	Pillar D spacetime	Candidate region poset, localization profile, and causal order derived from CNNA relational/geometric data.	D00; region/localization/geometry profiles.	A geometry; C open-system profiles if available.	Finite relational/computable representation first.	K	not implemented in PillarD	CNNA/PillarD/BuildAll.lean	CNNA/PillarD/Spacetime/RegionCausalOrder.lean	No A consumption except D->A.	D theorem output only if registered.	Metric/covariance and backreaction.	low	15.2	no	proof:D01	LeanSourceObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:D01				
