Phase	Main goal	Source objects/dependencies	Definitions/objects	Current code modules	Target modules/objects	Proof goals	Phase status	Object link policy	Object link explanation	Child object scope	Context class	Phase documentation tier	Phase documentation depth requirement	Change version	Change timestamp	Change class	Change note
4.0	Thread-recursion arithmetic-shadow audit before operational arithmetic wrappers	S07; BR06; RecursiveSchurSource; MobiusTransfer; CharpolyExec; operational discriminant chain.	BR07 Thread-recursion arithmetic-shadow audit profile.	CNNA/PillarA/Arithmetic/Schur/RecursiveSchurSource.lean; CNNA/PillarA/Arithmetic/Schur/MobiusTransfer.lean; CNNA/PillarA/Arithmetic/Schur/CharpolyExec.lean; CNNA/PillarA/Arithmetic/Notation.lean	CNNA/PillarA/Operational/ThreadRecursionAudit.lean	Audit whether the scalar Schur/Mobius recurrence is actually tied to IdealThread singleton data, full-boundary diagonal data, or an intermediate generated source. Keep D=-3/-4 claims as derived arithmetic outputs only after the chain is code-proven and not as string-analogy input. V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase	O07, O08, BR12, BR13	LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
4.0.1	General finite computation test matrix before operational arithmetic wrappers	4.0; LEG14; LEG15; LEG29; BR07; canonical generator policy; Phase-3 consumer boundary profile when available	O07 general finite computation test matrix profile; generic rows over code-defined finite instances; sentinel-row slots for Eisenstein/Gauss and later CM/j comparisons	Future implementation must reuse existing Smoke/Generator/Arithmetic modules; exact module placement decided by Phase 1.1.1.1.1 manifest.	One compact reusable test-matrix module or integration into an existing smoke-test generator module; no duplicate generator; candidate API: finite input row, branch-mode tag, L_max, expected executable witness, optional comparison sentinel.	Show that the operational computation path is not just a skeleton by running finite instances through the canonical generator and recording proof-carrying output rows before specialized CM/lattice tests are interpreted. V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.				
4.0.2	Regime-typed finite computation test matrix: noOuter-root sentinel versus HasOuter projection rows	4.0.1/O07; 1.3.2 noOuter/HasOuter regime split; LEG30/O08; canonical generator policy; EXEC-2	O08 regime-typed test matrix profile; BR12 noOuter-root Eisenstein/Gauss sentinel hypothesis; generic HasOuter/complement-projection row schema	Future implementation must reuse the O07/canonical smoke-test generator surface; exact module placement decided by Phase 1.1.1.1.1 manifest.	Prefer extension of the compact reusable O07 test matrix module/profile; no separate Heegner or lattice generator.	Run finite generic rows through the computable path and record a derived regime tag. Only the empty-set/noOuter REAL-root branch may be tested as closed/unitary; Eisenstein/Gauss are sentinel candidates there. Other CM/Heegner rows remain HasOuter/projection/comparison rows until a noOuter derivation is proved. V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
4.0.3	Scalar-layer computation test rows: ExecComplex vs exact quadratic extension boundary	O07, O08, O09, LEG31, BR12; O09 schema and O10/BR14 D-instantiation if exact quadratic coordinates are used	Test rows for rational ExecComplex outputs and exact quadratic candidate outputs	Existing arithmetic/smoke-test generator modules after neutralization	Use canonical early finite computation matrix; no duplicate generator	Run generic finite rows first; then test whether Eisenstein/Gauss sentinel rows require exact quadratic coordinates or can close via rational/integer invariants only. Exact quadratic rows must cite a proof-carrying D-source; no free sqrt(D). V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
4.1	ExecBoundaryMatrix	3.6/O01 plus consumer-contract direction lock 1.1.1.1.0.6	ExecMatrixProfile	GeneratedMultiSchurExecBoundaryOperatorFromSM3fqPlusSM4q.lean; GeneratedLevelHistoryExecMatrixFromSM6bRecheckSM8.lean	neutral API according to object register for: ExecMatrixProfile	Matrix carrier over ExecComplex from BoundaryOperator provenance; consume the Phase-3.6 boundary/operator profile contract rather than reconstructing Schur/DtN data.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanRefactorPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
4.2	Coefficient recurrence	4.1/O02	DeterminantRecurrenceProfile	GeneratedOperationalDeterminantCoefficientRecurrenceSM9e.lean	neutral API according to object register for: DeterminantRecurrenceProfile	Operational coefficient path without noncomputable Polynomial	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanRefactorPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
4.3	Polynomial profile	4.2/O03	OperationalPolynomialProfile	GeneratedLevelHistoryOperationalCharpolyPolynomialProfileFromSM9b.lean; GeneratedLevelHistoryOperationalCoefficientSourceFromSM9c.lean	neutral API according to object register for: OperationalPolynomialProfile	Polynomial profile from coefficients; no Mathlib-charpoly oracle as operationaler path	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanRefactorPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
4.4	Quadratic window	4.3/O04	QuadraticWindowCertificate	GeneratedOperationalQuadraticCoefficientWindowFromSM9dSM9e.lean	neutral API according to object register for: QuadraticWindowCertificate	a,b,c from coefficient source; no target comparison	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanRefactorPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
4.5	Operational discriminant D_op	4.4/O05	OperationalDiscriminantCertificate	GeneratedOperationalQuadraticDiscriminantSourceFromSM9g1Window.lean	neutral API according to object register for: OperationalDiscriminantCertificate	D_op=b^1-4ac in ExecComplex	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase	O10, BR14	LeanRefactorPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
4.5.1	Proof-carrying discriminant-to-exact-quadratic instantiation gate	4.5 Operational discriminant D_op; O05/O06 or equivalent discriminant ledger; O09 schema; LEG32; no-free-sqrt guardrail	O10 proof-carrying discriminant source; BR14 discriminant-to-quadratic algebra instantiation bridge; allowed invariant projections	Future neutral operational discriminant module and exact quadratic schema; no module fixed before manifest.	Natural target likely a bridge/profile module adjacent to the operational discriminant and exact quadratic schema, but exact names must be fixed by module manifest and reuse audit.	Given a proof-carrying operational D, construct the corresponding exact quadratic algebra instance with theta^2 = D and prove that trace/norm/conjugation/projected invariants are derived from that D. If D is absent or semantically blue/uncorrected, the phase must remain blocked or backjump to O05 correction. V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
4.6	Comparison target policy	4.5/O06	ComparisonTargetProfile	GeneratedOperationalDiscriminantFactorGateFromSM9fFull.lean currently only blocks targets	neutral API according to object register for: ComparisonTargetProfile	target values only as consumers; no Eisenstein/Gauss-Namen im Request	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ReferenceGatePhase	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.				
5	Number-theory base from operational discriminant: D_fund, conductor, quadratic field/order, basis, trace/norm/conjugation	4.5 Operational discriminant D_op; 4.5.1 exact-quadratic instantiation gate when coordinates are needed; N00-N07	N00-N07: fundamental discriminant, conductor, quadratic field, quadratic order, integral basis, trace, norm, conjugation.	Arithmetic/Smoke operational discriminant/window sources; future NumberTheory neutral modules	CNNA/PillarA/NumberTheory/* base profiles; O09/O10 only as D-indexed coordinate layer when required	Base number-theory phase, not experiment infrastructure. It consumes the operational discriminant path and produces the first algebraic-number profiles without depending on modular forms, lattices or physics consumers. V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	scope_only	umbrella/routing phase; child phases own the registered objects	N00, N01, N02, N03, N04, N05, N06, N07	LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
5.1	Fundamental discriminant and conductor normalization from D_op	4.5/O05; O06 target policy; 5 umbrella	N00 Fundamental discriminant D_fund; N01 conductor f	CNNA/PillarA/Arithmetic/Orders/DiscriminantConvention.lean (special Gaussian/Eisenstein bridge; not general derived D_fund); CNNA/PillarA/Arithmetic/Orders/DiscriminantConvention.lean (implicit/bridge status; ...	CNNA/PillarA/NumberTheory/DiscriminantNormalization.lean; CNNA/PillarA/NumberTheory/Conductor.lean	Normalize operational D_op to D_fund and conductor with explicit divisibility/square-factor conditions; no class group or modular input. V1.19 status policy: locked red until a release proof references the prerequisite derived-only Lean objects and turns this phase yellow or orange.	R	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanDerivationPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
